CVE_ID,Description,Impact
CVE-1999-0661,"A system is running a version of software that was replaced with a Trojan Horse at one of its distribution points, such as (1) TCP Wrappers 7.6, (2) util-linux 2.9g, (3) wuarchive ftpd (wuftpd) 2.2 and 2.1f, (4) IRC client (ircII) ircII 2.2.9, (5) OpenSSH 3.4p1, or (6) Sendmail 8.12.6.",HIGH
CVE-1999-0662,"A system-critical program or library does not have the appropriate patch, hotfix, or service pack installed, or is outdated or obsolete.",HIGH
CVE-1999-0663,"A system-critical program, library, or file has a checksum or other integrity measurement that indicates that it has been modified.",HIGH
CVE-1999-0664,An application-critical Windows NT registry key has inappropriate permissions.,HIGH
CVE-1999-0665,An application-critical Windows NT registry key has an inappropriate value.,HIGH
CVE-1999-0698,Denial of service in IP protocol logger (ippl) on Red Hat and Debian Linux.,HIGH
CVE-1999-1430,"PIM software for Royal daVinci does not properly password-protext access to data stored in the .mdb (Microsoft Access) file, which allows local users to read the data without a password by directly accessing the files with a different application, such as Access.",LOW
CVE-1999-1440,"Win32 ICQ 98a 1.30, and possibly other versions, does not display the entire portion of long filenames, which could allow attackers to send an executable file with a long name that contains so many spaces that the .exe extension is not displayed, which could make the user believe that the file is safe to open from the client.",MEDIUM
CVE-1999-1568,Off-by-one error in NcFTPd FTP server before 2.4.1 allows a remote attacker to cause a denial of service (crash) via a long PORT command.,MEDIUM
CVE-1999-0402,wget 1.5.3 follows symlinks to change permissions of the target file instead of the symlink itself.,MEDIUM
CVE-1999-1170,"IPswitch IMail allows local users to gain additional privileges and modify or add mail accounts by setting the ""flags"" registry key to 1920.",MEDIUM
CVE-1999-1422,"The default configuration of Slackware 3.4, and possibly other versions, includes . (dot, the current directory) in the PATH environmental variable, which could allow local users to create Trojan horse programs that are inadvertently executed by other users.",HIGH
CVE-2000-0005,HP-UX aserver program allows local users to gain privileges via a symlink attack.,HIGH
CVE-1999-0389,Buffer overflow in the bootp server in the Debian Linux netstd package.,HIGH
CVE-1999-0914,Buffer overflow in the FTP client in the Debian GNU/Linux netstd package.,HIGH
CVE-2000-0054,search.cgi in the SolutionScripts Home Free package allows remote attackers to view directories via a .. (dot dot) attack.,MEDIUM
CVE-1999-0390,Buffer overflow in Dosemu Slang library in Linux.,HIGH
CVE-1999-0464,Local users can perform a denial of service in Tripwire 1.2 and earlier using long filenames.,LOW
CVE-1999-0391,"The cryptographic challenge of SMB authentication in Windows 95 and Windows 98 can be reused, allowing an attacker to replay the response and impersonate a user.",HIGH
CVE-1999-0458,L0phtcrack 2.5 used temporary files in the system TEMP directory which could contain password information.,LOW
CVE-1999-1268,Vulnerability in KDE konsole allows local users to hijack or observe sessions of other users by accessing certain devices.,HIGH
CVE-1999-0442,Solaris ff.core allows local users to modify files.,LOW
CVE-1999-0392,Buffer overflow in Thomas Boutell's cgic library version up to 1.05.,MEDIUM
CVE-1999-0063,Cisco IOS 12.0 and other versions can be crashed by malicious UDP packets to the syslog port.,MEDIUM
CVE-1999-1172,"By design, Maximizer Enterprise 4 calendar and address book program allows arbitrary users to modify the calendar of other users when the calendar is being shared.",MEDIUM
CVE-1999-1376,Buffer overflow in fpcount.exe in IIS 4.0 with FrontPage Server Extensions allows remote attackers to execute arbitrary commands.,HIGH
CVE-1999-1538,"When IIS 2 or 3 is upgraded to IIS 4, ism.dll is inadvertently left in /scripts/iisadmin, which does not restrict access to the local machine and allows an unauthorized user to gain access to sensitive server information, including the Administrator's password.",LOW
CVE-1999-0457,Linux ftpwatch program allows local users to gain root privileges.,HIGH
CVE-1999-0678,"A default configuration of Apache on Debian GNU/Linux sets the ServerRoot to /usr/doc, which allows remote users to read documentation files for the entire server.",MEDIUM
CVE-1999-0119,Windows NT 4.0 beta allows users to read and delete shares.,HIGH
CVE-1999-0451,Denial of service in Linux 2.0.36 allows local users to prevent any server from listening on any non-privileged port.,LOW
CVE-1999-0121,Buffer overflow in dtaction command gives root access.,HIGH
CVE-1999-1264,"WebRamp M3 router does not disable remote telnet or HTTP access to itself, even when access has been explicitly disabled.",HIGH
CVE-1999-1544,Buffer overflow in FTP server in Microsoft IIS 3.0 and 4.0 allows local and sometimes remote attackers to cause a denial of service via a long NLST (ls) command.,MEDIUM
CVE-1999-0352,ControlIT 4.5 and earlier (aka Remotely Possible) has weak password encryption.,HIGH
CVE-1999-0356,ControlIT v4.5 and earlier uses weak encryption to store usernames and passwords in an address book.,HIGH
CVE-1999-0357,"Windows 98 and other operating systems allows remote attackers to cause a denial of service via crafted ""oshare"" packets, possibly involving invalid fragmentation offsets.",MEDIUM
CVE-1999-1458,Buffer overflow in at program in Digital UNIX 4.0 allows local users to gain root privileges via a long command line argument.,HIGH
CVE-1999-0347,"Internet Explorer 4.01 allows remote attackers to read local files and spoof web pages via a ""%01"" character in an ""about:"" Javascript URL, which causes Internet Explorer to use the domain specified after the character.",HIGH
CVE-1999-0400,Denial of service in Linux 2.2.0 running the ldd command on a core file.,MEDIUM
CVE-1999-0449,"The ExAir sample site in IIS 4 allows remote attackers to cause a denial of service (CPU consumption) via a direct request to the (1) advsearch.asp, (2) query.asp, or (3) search.asp scripts.",HIGH
CVE-1999-0450,"In IIS, an attacker could determine a real path using a request for a non-existent URL that would be interpreted by Perl (perl.exe).",HIGH
CVE-1999-0348,IIS ASP caching problem releases sensitive information when two virtual servers share the same physical directory.,MEDIUM
CVE-1999-0349,"A buffer overflow in the FTP list (ls) command in IIS allows remote attackers to conduct a denial of service and, in some cases, execute arbitrary commands.",HIGH
CVE-1999-1450,"Vulnerability in (1) rlogin daemon rshd and (2) scheme on SCO UNIX OpenServer 5.0.5 and earlier, and SCO UnixWare 7.0.1 and earlier, allows remote attackers to gain privileges.",HIGH
CVE-1999-0461,"Versions of rpcbind including Linux, IRIX, and Wietse Venema's rpcbind allow a remote attacker to insert and delete entries by spoofing a source address.",HIGH
CVE-1999-0952,Buffer overflow in Solaris lpstat via class argument allows local users to gain root access.,HIGH
CVE-1999-1546,netstation.navio-com.rte 1.1.0.1 configuration script for Navio NC on IBM AIX exports /tmp over NFS as world-readable and world-writable.,MEDIUM
CVE-2000-0370,The debug option in Caldera Linux smail allows remote attackers to execute commands via shell metacharacters in the -D option for the rmail command.,HIGH
CVE-1999-0360,"MS Site Server 2.0 with IIS 4 can allow users to upload content, including ASP, to the target web site, thus allowing them to execute commands remotely.",HIGH
CVE-1999-0291,"The WinGate proxy is installed without a password, which allows remote attackers to redirect connections without authentication.",HIGH
CVE-1999-0351,"FTP PASV ""Pizza Thief"" denial of service and unauthorized data access.  Attackers can steal data by connecting to a port that was intended for use by a client.",MEDIUM
CVE-1999-0358,Digital Unix 4.0 has a buffer overflow in the inc program of the mh package.,HIGH
CVE-1999-0373,"Buffer overflow in the ""Super"" utility in Debian GNU/Linux, and other operating systems, allows local users to execute commands as root.",HIGH
CVE-1999-0403,A bug in Cyrix CPUs on Linux allows local users to perform a denial of service.,MEDIUM
CVE-1999-0459,"Local users can perform a denial of service in Alpha Linux, using MILO to force a reboot.",MEDIUM
CVE-1999-0362,WS_FTP server remote denial of service through cwd command.,MEDIUM
CVE-1999-0363,SuSE 5.2 PLP lpc program has a buffer overflow that leads to root compromise.,HIGH
CVE-1999-0383,ACC Tigris allows public access without a login.,HIGH
CVE-1999-1171,"IPswitch WS_FTP allows local users to gain additional privileges and modify or add mail accounts by setting the ""flags"" registry key to 1920.",MEDIUM
CVE-1999-1453,Internet Explorer 4 allows remote attackers (malicious web site operators) to read the contents of the clipboard via the Internet WebBrowser ActiveX object.,LOW
CVE-1999-0365,The metamail package allows remote command execution using shell metacharacters that are not quoted in a mailcap entry.,HIGH
CVE-1999-1169,nobo 1.2 allows remote attackers to cause a denial of service (crash) via a series of large UDP packets.,MEDIUM
CVE-1999-1201,"Windows 95 and Windows 98 systems, when configured with multiple TCP/IP stacks bound to the same MAC address, allow remote attackers to cause a denial of service (traffic amplification) via a certain ICMP echo (ping) packet, which causes all stacks to send a ping response, aka TCP Chorusing.",MEDIUM
CVE-1999-0350,Race condition in the db_loader program in ClearCase gives local users root access by setting SUID bits.,MEDIUM
CVE-1999-0366,"In some cases, Service Pack 4 for Windows NT 4.0 can allow access to network shares using a blank password, through a problem with a null NT hash value.",HIGH
CVE-1999-0367,NetBSD netstat command allows local users to access kernel memory.,LOW
CVE-1999-0368,"Buffer overflows in wuarchive ftpd (wu-ftpd) and ProFTPD lead to remote root access, a.k.a. palmetto.",HIGH
CVE-1999-0407,"By default, IIS 4.0 has a virtual directory /IISADMPWD which contains files that can be used as proxies for brute force password attacks, or to identify valid users on the system.",HIGH
CVE-1999-0353,rpc.pcnfsd in HP gives remote root access by changing the permissions on the main printer spool directory.,HIGH
CVE-1999-0370,"In Sun Solaris and SunOS, man and catman contain vulnerabilities that allow overwriting arbitrary files.",MEDIUM
CVE-1999-0371,Lynx allows a local user to overwrite sensitive files through /tmp symlinks.,LOW
CVE-1999-1375,FileSystemObject (FSO) in the showfile.asp Active Server Page (ASP) allows remote attackers to read arbitrary files by specifying the name in the file parameter.,MEDIUM
CVE-1999-0372,The installer for BackOffice Server includes account names and passwords in a setup file (reboot.ini) which is not deleted.,LOW
CVE-1999-1203,Multilink PPP for ISDN dialup users in Ascend before 4.6 allows remote attackers to cause a denial of service via a spoofed endpoint identifier.,MEDIUM
CVE-1999-0404,Buffer overflow in the Mail-Max SMTP server for Windows systems allows remote command execution.,HIGH
CVE-1999-0714,Vulnerability in Compaq Tru64 UNIX edauth command.,LOW
CVE-1999-1260,"mSQL (Mini SQL) 2.0.6 allows remote attackers to obtain sensitive server information such as logged users, database names, and server version via the ServerStats query.",HIGH
CVE-1999-0374,Debian GNU/Linux cfengine package is susceptible to a symlink attack.,LOW
CVE-1999-0375,Buffer overflow in webd in Network Flight Recorder (NFR) 2.0.2-Research allows remote attackers to execute commands.,HIGH
CVE-1999-1180,O'Reilly WebSite 1.1e and Website Pro 2.0 allows remote attackers to execute arbitrary commands via shell metacharacters in an argument to (1) args.cmd or (2) args.bat.,MEDIUM
CVE-1999-0396,A race condition between the select() and accept() calls in NetBSD TCP servers allows remote attackers to cause a denial of service.,LOW
CVE-1999-1060,Buffer overflow in Tetrix TetriNet daemon 1.13.16 allows remote attackers to cause a denial of service and possibly execute arbitrary commands by connecting to port 31457 from a host with a long DNS hostname.,MEDIUM
CVE-1999-1405,"snap command in AIX before 4.3.2 creates the /tmp/ibmsupt directory with world-readable permissions and does not remove or clear the directory when snap -a is executed, which could allow local users to access the shadowed password file by creating /tmp/ibmsupt/general/passwd before root runs snap -a.",HIGH
CVE-1999-0405,A buffer overflow in lsof allows local users to obtain root privilege.,HIGH
CVE-1999-1495,xtvscreen in SuSE Linux 6.0 allows local users to overwrite arbitrary files via a symlink attack on the pic000.pnm file.,LOW
CVE-2000-0367,Vulnerability in eterm 0.8.8 in Debian GNU/Linux allows an attacker to gain root privileges.,HIGH
CVE-1999-0406,Digital Unix Networker program nsralist has a buffer overflow which allows local users to obtain root privilege.,HIGH
CVE-1999-0412,"In IIS and other web servers, an attacker can attack commands as SYSTEM if the server is running as SYSTEM and loading an ISAPI extension.",HIGH
CVE-1999-0460,Buffer overflow in Linux autofs module through long directory names allows local users to perform a denial of service.,LOW
CVE-1999-0485,Remote attackers can cause a system crash through ipintr() in ipq in OpenBSD.,LOW
CVE-1999-1101,"Kabsoftware Lydia utility uses weak encryption to store user passwords in the lydia.ini file, which allows local users to easily decrypt the passwords and gain privileges.",MEDIUM
CVE-1999-1255,Hyperseek allows remote attackers to modify the hyperseek configuration by directly calling the admin.cgi program with an edit_file action parameter.,MEDIUM
CVE-1999-1372,"Triactive Remote Manager with Basic authentication enabled stores the username and password in cleartext in registry keys, which could allow local users to gain privileges.",MEDIUM
CVE-1999-1482,SVGAlib zgv 3.0-7 and earlier allows local users to gain root access via a privilege leak of the iopl(3) privileges to child processes.,HIGH
CVE-1999-0376,Local users in Windows NT can obtain administrator privileges by changing the KnownDLLs list to reference malicious programs.,MEDIUM
CVE-1999-1168,"install.iss installation script for Internet Security Scanner (ISS) for Linux, version 5.3, allows local users to change the permissions of arbitrary files via a symlink attack on a temporary file.",HIGH
CVE-1999-1049,"ARCserve NT agents use weak encryption (XOR) for passwords, which allows remote attackers to sniff the authentication request to port 6050 and decrypt the password.",HIGH
CVE-1999-0377,Process table attack in Unix systems allows a remote attacker to perform a denial of service by filling a machine's process tables through multiple connections to network services.,MEDIUM
CVE-1999-0378,InterScan VirusWall for Solaris doesn't scan files for viruses when a single HTTP request includes two GET commands.,MEDIUM
CVE-1999-0379,Microsoft Taskpads allows remote web sites to execute commands on the visiting user's machine via certain methods that are marked as Safe for Scripting.,HIGH
CVE-1999-0441,Remote attackers can perform a denial of service in WinGate machines using a buffer overflow in the Winsock Redirector Service.,MEDIUM
CVE-1999-0484,Buffer overflow in OpenBSD ping.,LOW
CVE-1999-1247,Vulnerability in HP Camera component of HP DCE/9000 in HP-UX 9.x allows attackers to gain root privileges.,HIGH
CVE-1999-0380,"SLMail 3.1 and 3.2 allows local users to access any file in the NTFS file system when the Remote Administration Service (RAS) is enabled by setting a user's Finger File to point to the target file, then running finger on the user.",MEDIUM
CVE-1999-0408,"Files created from interactive shell sessions in Cobalt RaQ microservers (e.g. .bash_history) are world readable, and thus are accessible from the web server.",HIGH
CVE-1999-0483,OpenBSD crash using nlink value in FFS and EXT2FS filesystems.,LOW
CVE-1999-0381,super 3.11.6 and other versions have a buffer overflow in the syslog utility which allows a local user to gain root access.,HIGH
CVE-1999-0221,Denial of service of Ascend routers through port 150 (remote administration).,MEDIUM
CVE-1999-0222,Denial of service in Cisco IOS web server allows attackers to reboot the router using a long URL.,MEDIUM
CVE-1999-0223,Solaris syslogd crashes when receiving a message from a host that doesn't have an inverse DNS entry.,LOW
CVE-1999-0261,Netmanager Chameleon SMTPd has several buffer overflows that cause a crash.,MEDIUM
CVE-1999-0386,Microsoft Personal Web Server and FrontPage Personal Web Server in some Windows systems allows a remote attacker to read files on the server by using a nonstandard URL.,MEDIUM
CVE-1999-0413,A buffer overflow in the SGI X server allows local users to gain root access through the X server font path.,HIGH
CVE-1999-0414,"In Linux before version 2.0.36, remote attackers can spoof a TCP connection and pass data to the application layer before fully establishing the connection.",MEDIUM
CVE-1999-0419,"When the Microsoft SMTP service attempts to send a message to a server and receives a 4xx error code, it quickly and repeatedly attempts to redeliver the message, causing a denial of service.",MEDIUM
CVE-1999-0426,The default permissions of /dev/kmem in Linux versions before 2.0.36 allows IP spoofing.,HIGH
CVE-1999-0429,"The Lotus Notes 4.5 client may send a copy of encrypted mail in the clear across the network if the user does not set the ""Encrypt Saved Mail"" preference.",HIGH
CVE-1999-0430,Cisco Catalyst LAN switches running Catalyst 5000 supervisor software allows remote attackers to perform a denial of service by forcing the supervisor module to reload.,MEDIUM
CVE-1999-0431,"Linux 2.2.3 and earlier allow a remote attacker to perform an IP fragmentation attack, causing a denial of service.",MEDIUM
CVE-1999-0432,ftp on HP-UX 11.00 allows local users to gain privileges.,MEDIUM
CVE-1999-0435,MC/ServiceGuard and MC/LockManager in HP-UX allows local users to gain privileges through SAM.,HIGH
CVE-1999-0436,Domain Enterprise Server Management System (DESMS) in HP-UX allows local users to gain privileges.,MEDIUM
CVE-1999-0437,Remote attackers can perform a denial of service in WebRamp systems by sending a malicious string to the HTTP port.,MEDIUM
CVE-1999-0438,"Remote attackers can perform a denial of service in WebRamp systems by sending a malicious UDP packet to port 5353, changing its IP address.",MEDIUM
CVE-1999-0440,The byte code verifier component of the Java Virtual Machine (JVM) allows remote execution through malicious web pages.,HIGH
CVE-1999-0476,"A weak encryption algorithm is used for passwords in SCO TermVision, allowing them to be easily decrypted by a local user.",HIGH
CVE-1999-0479,Denial of service Netscape Enterprise Server with VirtualVault on HP-UX VVOS systems.,MEDIUM
CVE-1999-1046,"Buffer overflow in IMonitor in IMail 5.0 allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, via a long string to port 8181.",HIGH
CVE-2000-0371,The libmediatool library used for the KDE mediatool allows local users to create arbitrary files via a symlink attack.,LOW
CVE-1999-1551,Buffer overflow in Ipswitch IMail Service 5.0 allows an attacker to cause a denial of service (crash) and possibly execute arbitrary commands via a long URL.,MEDIUM
CVE-1999-0409,Buffer overflow in gnuplot in Linux version 3.5 allows local users to obtain root access.,MEDIUM
CVE-1999-1256,"Oracle Database Assistant 1.0 in Oracle 8.0.3 Enterprise Edition stores the database master password in plaintext in the spoolmain.log file when a new database is created, which allows local users to obtain the password from that file.",MEDIUM
CVE-2000-0019,"IMail POP3 daemon uses weak encryption, which allows local users to read files.",LOW
CVE-1999-0410,The cancel command in Solaris 2.6 (i386) has a buffer overflow that allows local users to obtain root access.,HIGH
CVE-1999-0411,"Several startup scripts in SCO OpenServer Enterprise System v 5.0.4p, including S84rpcinit, S95nis, S85tcp, and S89nfs, are vulnerable to a symlink attack, allowing a local user to gain root access.",HIGH
CVE-1999-0418,"Denial of service in SMTP applications such as Sendmail, when a remote attacker (e.g. spammer) uses many ""RCPT TO"" commands in the same connection.",MEDIUM
CVE-1999-1254,"Windows 95, 98, and NT 4.0 allow remote attackers to cause a denial of service by spoofing ICMP redirect messages from a router, which causes Windows to change its routing tables.",MEDIUM
CVE-1999-1371,Buffer overflow in /usr/bin/write in Solaris 2.6 and 7 allows local users to gain privileges via a long string in the terminal name argument.,HIGH
CVE-1999-1567,Seapine Software TestTrack server allows a remote attacker to cause a denial of service (high CPU) via (1) TestTrackWeb.exe and (2) ttcgi.exe by connecting to port 99 and disconnecting without sending any data.,MEDIUM
CVE-1999-0417,64 bit Solaris 7 procfs allows local users to perform a denial of service.,LOW
CVE-1999-0415,"The HTTP server in Cisco 7xx series routers 3.2 through 4.2 is enabled by default, which allows remote attackers to change the router's configuration.",HIGH
CVE-1999-0416,Vulnerability in Cisco 7xx series routers allows a remote attacker to cause a system reload via a TCP connection to the router's TELNET port.,MEDIUM
CVE-1999-1526,Auto-update feature of Macromedia Shockwave 7 transmits a user's password and hard disk information back to Macromedia.,MEDIUM
CVE-1999-0382,"The screen saver in Windows NT does not verify that its security context has been changed properly, allowing attackers to run programs with elevated privileges.",HIGH
CVE-1999-0420,umapfs allows local users to gain root privileges by changing their uid through a malicious mount_umap program.,HIGH
CVE-1999-0421,"During a reboot after an installation of Linux Slackware 3.6, a remote attacker can obtain root access by logging in to the root account without a password.",HIGH
CVE-1999-0422,"In some cases, NetBSD 1.3.3 mount allows local users to execute programs in some file systems that have the ""noexec"" flag set.",MEDIUM
CVE-1999-0462,"suidperl in Linux Perl does not check the nosuid mount option on file systems, allowing local users to gain root access by placing a setuid script in a mountable file system, e.g. a CD-ROM or floppy disk.",HIGH
CVE-1999-0424,talkback in Netscape 4.5 allows a local user to overwrite arbitrary files of another user whose Netscape crashes.,LOW
CVE-1999-0425,talkback in Netscape 4.5 allows a local user to kill an arbitrary process of another user whose Netscape crashes.,MEDIUM
CVE-1999-0433,"XFree86 startx command is vulnerable to a symlink attack, allowing local users to create files in restricted directories, possibly allowing them to gain privileges or cause a denial of service.",MEDIUM
CVE-1999-0482,"OpenBSD kernel crash through TSS handling, as caused by the crashme program.",MEDIUM
CVE-1999-0428,OpenSSL and SSLeay allow remote attackers to reuse SSL sessions and bypass access controls.,HIGH
CVE-1999-0481,"Denial of service in ""poll"" in OpenBSD.",MEDIUM
CVE-1999-1370,"The setup wizard (ie5setup.exe) for Internet Explorer 5.0 disables (1) the screen saver, which could leave the system open to users with physical access if a failure occurs during an unattended installation, and (2) the Task Scheduler Service, which might prevent the scheduled execution of security-critical programs.",HIGH
CVE-1999-1397,"Index Server 2.0 on IIS 4.0 stores physical path information in the ContentIndex\Catalogs subkey of the AllowedPaths registry key, whose permissions allows local and remote users to obtain the physical paths of directories that are being indexed.",HIGH
CVE-2000-0153,FrontPage Personal Web Server (PWS) allows remote attackers to read files via a .... (dot dot) attack.,MEDIUM
CVE-1999-0434,"XFree86 xfs command is vulnerable to a symlink attack, allowing local users to create files in restricted directories, possibly allowing them to gain privileges or cause a denial of service.",HIGH
CVE-1999-1559,"Xylan OmniSwitch before 3.2.6 allows remote attackers to bypass the login prompt via a CTRL-D (control d) character, which locks other users out of the switch because it only supports one session at a time.",MEDIUM
CVE-1999-0443,Patrol management software allows a remote attacker to conduct a replay attack to steal the administrator password.,HIGH
CVE-1999-0445,"In Cisco routers under some versions of IOS 12.0 running NAT, some packets may not be filtered by input access list filters.",MEDIUM
CVE-1999-0447,Local users can gain privileges using the debug utility in the MPE/iX operating system.,MEDIUM
CVE-1999-0467,"The Webcom CGI Guestbook programs wguest.exe and rguest.exe allow a remote attacker to read arbitrary files using the ""template"" parameter.",MEDIUM
CVE-1999-0469,"Internet Explorer 5.0 allows window spoofing, allowing a remote attacker to spoof a legitimate web site and capture information from the client.",MEDIUM
CVE-1999-0480,Local attackers can conduct a denial of service in Midnight Commander 4.x with a symlink attack.,LOW
CVE-1999-0605,An incorrect configuration of the Order Form 1.0 shopping cart  CGI program could disclose private information.,MEDIUM
CVE-1999-0606,"An incorrect configuration of the EZMall 2000 shopping cart  CGI program ""mall2000.cgi"" could disclose private information.",MEDIUM
CVE-1999-0608,"An incorrect configuration of the PDG Shopping Cart CGI program ""shopper.cgi"" could disclose private information.",MEDIUM
CVE-1999-0609,"An incorrect configuration of the SoftCart CGI program ""SoftCart.exe"" could disclose private information.",MEDIUM
CVE-1999-0610,An incorrect configuration of the Webcart CGI program could disclose private information.,MEDIUM
CVE-1999-0921,"BMC Patrol allows any remote attacker to flood its UDP port, causing a denial of service.",MEDIUM
CVE-1999-0439,Buffer overflow in procmail before version 3.12 allows remote or local attackers to execute commands via expansions in the procmailrc configuration file.,HIGH
CVE-1999-0474,The ICQ Webserver allows remote attackers to use .. to access arbitrary files outside of the user's personal directory.,MEDIUM
CVE-1999-0475,A race condition in how procmail handles .procmailrc files allows a local user to read arbitrary files available to the user who is running procmail.,LOW
CVE-1999-1245,"vacm ucd-snmp SNMP server, version 3.52, does not properly disable access to the public community string, which could allow remote attackers to obtain sensitive information.",MEDIUM
CVE-1999-0472,"The SNMP default community name ""public"" is not properly removed in NetApps C630 Netcache, even if the administrator tries to disable it.",MEDIUM
CVE-1999-0473,The rsync command before rsync 2.3.1 may inadvertently change the permissions of the client's working directory to the permissions of the directory being transferred.,LOW
CVE-1999-1196,Hummingbird Exceed X version 5 allows remote attackers to cause a denial of service via malformed data to port 6000.,MEDIUM
CVE-1999-0287,Vulnerability in the Wguest CGI program.,HIGH
CVE-1999-0468,Internet Explorer 5.0 allows a remote server to read arbitrary files on the client's file system using the Microsoft Scriptlet Component.,LOW
CVE-1999-0470,"A weak encryption algorithm is used for passwords in Novell Remote.NLM, allowing them to be easily decrypted.",MEDIUM
CVE-1999-0471,"The remote proxy server in Winroute allows a remote attacker to reconfigure the proxy without authentication through the ""cancel"" button.",MEDIUM
CVE-1999-0801,BMC Patrol allows remote attackers to gain access to an agent by spoofing frames.,HIGH
CVE-1999-1323,"Norton AntiVirus for Internet Email Gateways (NAVIEG) 1.0.1.7 and earlier, and Norton AntiVirus for MS Exchange (NAVMSE) 1.5 and earlier, store the administrator password in cleartext in (1) the navieg.ini file for NAVIEG, and (2) the ModifyPassword registry key in NAVMSE.",MEDIUM
CVE-1999-0444,"Remote attackers can perform a denial of service in Windows machines using malicious ARP packets, forcing a message box display for each packet or filling up log files.",MEDIUM
CVE-1999-0446,"Local users can perform a denial of service in NetBSD 1.3.3 and earlier versions by creating an unusual symbolic link with the ln command, triggering a bug in VFS.",LOW
CVE-1999-1369,"Real Media RealServer (rmserver) 6.0.3.353 stores a password in plaintext in the world-readable rmserver.cfg file, which allows local users to gain privileges.",MEDIUM
CVE-1999-1244,IPFilter 3.2.3 through 3.2.10 allows local users to modify arbitrary files via a symlink attack on the saved output file.,HIGH
CVE-1999-0684,Denial of service in Sendmail 8.8.6 in HPUX.,MEDIUM
CVE-1999-0491,The prompt parsing in bash allows a local user to execute commands as another user by creating a directory with the name of the command to execute.,MEDIUM
CVE-1999-0604,"An incorrect configuration of the WebStore 1.0 shopping cart CGI program ""web_store.cgi"" could disclose private information.",MEDIUM
CVE-1999-0607,"quikstore.cgi in QuikStore shopping cart stores quikstore.cfg under the web document root with insufficient access control, which allows remote attackers to obtain the cleartext administrator password and gain privileges.",MEDIUM
CVE-1999-0466,The SVR4 /dev/wabi special device file in NetBSD 1.3.3 and earlier allows a local user to read or write arbitrary files on the disk associated with that device.,HIGH
CVE-1999-0488,"Internet Explorer 4.0 and 5.0 allows a remote attacker to execute security scripts in a different security context using malicious URLs, a variant of the ""cross frame"" vulnerability.",HIGH
CVE-1999-0490,MSHTML.DLL in Internet Explorer 5.0 allows a remote attacker to learn information about a local user's files via an IMG SRC tag.,HIGH
CVE-1999-0492,The ffingerd 1.19 allows remote attackers to identify users on the target system based on its responses.,HIGH
CVE-1999-0712,A vulnerability in Caldera Open Administration System (COAS) allows the /etc/shadow password file to be made world-readable.,LOW
CVE-1999-0711,The oratclsh interpreter in Oracle 8.x Intelligent Agent for Unix allows local users to execute Tcl commands as root.,MEDIUM
CVE-1999-0194,Denial of service in in.comsat allows attackers to generate messages.,MEDIUM
CVE-1999-0487,The DHTML Edit ActiveX control in Internet Explorer allows remote attackers to read arbitrary files.,LOW
CVE-1999-0763,NetBSD on a multi-homed host allows ARP packets on one network to modify ARP entries on another connected network.,MEDIUM
CVE-1999-0764,NetBSD allows ARP packets to overwrite static ARP entries.,MEDIUM
CVE-1999-0807,The Netscape Directory Server installation procedure leaves sensitive information in a file that is accessible to local users.,HIGH
CVE-1999-1418,"ICQ99 ICQ web server build 1701 with ""Active Homepage"" enabled generates allows remote attackers to determine the existence of files on the server by comparing server responses when a file exists (""404 Forbidden"") versus when a file does not exist (""404 not found"").",MEDIUM
CVE-1999-1553,Buffer overflow in XCmail 0.99.6 with autoquote enabled allows remote attackers to execute arbitrary commands via a long subject line.,HIGH
CVE-2000-0412,"The gnapster and knapster clients for Napster do not properly restrict access only to MP3 files, which allows remote attackers to read arbitrary files from the client by specifying the full pathname for the file.",HIGH
CVE-1999-1012,"SMTP component of Lotus Domino 4.6.1 on AS/400, and possibly other operating systems, allows a remote attacker to crash the mail server via a long string.",MEDIUM
CVE-1999-1097,Microsoft NetMeeting 2.1 allows one client to read the contents of another client's clipboard via a CTRL-C in the chat box when the box is empty.,MEDIUM
CVE-1999-1195,"NAI VirusScan NT 4.0.2 does not properly modify the scan.dat virus definition file during an update via FTP, but it reports that the update was successful, which could cause a system administrator to believe that the definitions have been updated correctly.",MEDIUM
CVE-1999-1079,Vulnerability in ptrace in AIX 4.3 allows local users to gain privileges by attaching to a setgid program.,MEDIUM
CVE-1999-1241,"Internet Explorer, with a security setting below Medium, allows remote attackers to execute arbitrary commands via a malicious web page that uses the FileSystemObject ActiveX object.",HIGH
CVE-1999-1367,"Internet Explorer 5.0 does not properly reset the username/password cache for Web sites that do not use standard cache controls, which could allow users on the same system to access restricted web sites that were visited by other users.",MEDIUM
CVE-1999-0686,Denial of service in Netscape Enterprise Server (NES) in HP Virtual Vault (VVOS) via a long URL.,MEDIUM
CVE-1999-0717,A remote attacker can disable the virus warning mechanism in Microsoft Excel 97.,LOW
CVE-1999-0736,The showcode.asp sample file in IIS and Site Server allows remote attackers to read arbitrary files.,MEDIUM
CVE-1999-0737,The viewcode.asp sample file in IIS and Site Server allows remote attackers to read arbitrary files.,MEDIUM
CVE-1999-0738,The code.asp sample file in IIS and Site Server allows remote attackers to read arbitrary files.,MEDIUM
CVE-1999-0739,The codebrws.asp sample file in IIS and Site Server allows remote attackers to read arbitrary files.,MEDIUM
